activity_description_id,indicator_id,indicator_name
food_assistance,no_of_conflict_affected_idp_women_men_and_children_of_all_ages_who_receive_adequate_cash_assistance_in_a_timely_manner.,"# of conflict affected IDP women, men and children of all ages who receive adequate cash assistance, in a timely manner."
food_assistance_cbt,no_of_documented_returnee_women_men_and_children_of_all_ages_who_receive_adequate_cash_assistance_in_a_timely_manner.,"# of documented returnee women, men and children of all ages who receive adequate cash assistance, in a timely manner."
food_assistance,no_of_returnee_and_refugee_women_men_and_children_of_all_ages_who_receive_adequate_cash_assistance_in_a_timely_manner.,"# of returnee and refugee women, men and children of all ages who receive adequate cash assistance, in a timely manner."
food_assistance,no_of_conflict_affected_idps_women_men_and_children_of_all_ages_who_receive_adequate_in_kind_responses_in_a_timely_manner.,"# of conflict affected IDPs women, men and children of all ages who receive adequate in-kind responses, in a timely manner."
food_assistance,no_of_pakistani_refugees_women_men_and_children_of_all_ages_who_receive_adequate_cash_assistance_in_a_timely_manner.,"# of Pakistani refugees women, men and children of all ages who receive adequate cash assistance, in a timely manner."
food_assistance,no_of_natural_disaster_affected_people_flash_floods_avalanches_earthquakes_rust_etc.._men_and_children_of_all_ages_who_receive_adequate_in_kind_responses_in_a_timely_manner.,"# of natural disaster affected people (flash floods, avalanches, earthquakes, rust etc..), men and children of all ages who receive adequate in-kind responses, in a timely manner."
food_assistance,no_of_pakistani_refugees_women_men_and_children_of_all_ages_who_receive_adequate_in_kind_responses_in_a_timely_manner.,"# of Pakistani refugees women, men and children of all ages who receive adequate in-kind responses, in a timely manner."
food_assistance,no_of_drought_affected_people_men_and_children_of_all_ages_who_receive_adequate_in_kind_responses_in_a_timely_manner.,"# of drought affected people, men and children of all ages who receive adequate in-kind responses, in a timely manner."
food_assistance,no_of_drought_induced_idps_men_and_children_of_all_ages_who_receive_adequate_in_kind_responses_in_a_timely_manner.,"# of drought induced IDPs, men and children of all ages who receive adequate in-kind responses, in a timely manner."
food_assistance,no_of_drought_affected_people_men_and_children_of_all_ages_who_receive_adequate_cash_assistance_in_a_timely_manner.,"# of drought affected people, men and children of all ages who receive adequate cash assistance, in a timely manner."
livelihood_support_cbt,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"# of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner."
livelihood_support_in_kind,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"# of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner."
livelihood_support_cbt,no_of_natural_disaster_affected_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_responses_in_a_timely_manner.,"# of natural disaster affected people, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner."
food_assistance,no_of_natural_disaster_affected_people_flash_floods_avalanches_earthquakes_rust_etc.._men_and_children_of_all_ages_who_receive_adequate_cash_assistance_in_a_timely_manner.,"# of natural disaster affected people (flash floods, avalanches, earthquakes, rust etc..), men and children of all ages who receive adequate cash assistance, in a timely manner."
food_assistance,no_of_drought_induced_idps_men_and_children_of_all_ages_who_receive_adequate_cash_assistance_in_a_timely_manner.,"# of drought induced IDPs, men and children of all ages who receive adequate cash assistance, in a timely manner."
livelihood_support_in_kind,no_of_natural_disaster_affected_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_responses_in_a_timely_manner.,"# of natural disaster affected people, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner."
livelihood_support_agriculture,no_of_drought_induced_idps_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_responses_in_a_timely_manner.livelihood_support_agriculture,"# of drought induced IDPs, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner."
livelihood_support,no_covid_19_affected_people_who_receive_disinfecting_hygiene_and_awareness_support_for_covid_19_minimization,"# COVID-19 affected people who receive disinfecting, hygiene and awareness support for COVID-19 minimization"
livelihood_support_agriculture,no_of_natural_disaster_affected_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_responses_in_a_timely_manner.livelihood_support_agriculture,"# of natural disaster affected people, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner."
livelihood_support_agriculture,no_of_drought_affected_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_responses_in_a_timely_manner.livelihood_support_agriculture,"# of drought affected people, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner."
livelihood_support_agriculture,no_of_returnees_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_responses_in_a_timely_manner.livelihood_support_agriculture,"# of returnees, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner."
livelihood_support_livestock,no_of_drought_affected_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_responses_in_a_timely_manner.livelihood_support_livestock,"# of drought affected people, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner."
seed_distribution_wheat_in_kind,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"# of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner."
seed_distribution_wheat_in_kind,no_of_natural_disaster_affected_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_responses_in_a_timely_manner.,"# of natural disaster affected people, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner."
livelihood_support_livestock,no_of_returnees_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_responses_in_a_timely_manner.livelihood_support_livestock,"# of returnees, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner."
livelihood_support_livestock,no_of_drought_induced_idps_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_responses_in_a_timely_manner.livelihood_support_livestock,"# of drought induced IDPs, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner."
livelihood_support_livestock,no_of_natural_disaster_affected_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_responses_in_a_timely_manner.livelihood_support_livestock,"# of natural disaster affected people, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner."
seed_distribution_vegtable_in_kind,no_of_natural_disaster_affected_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_responses_in_a_timely_manner.,"# of natural disaster affected people, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner."
seed_distribution_vegtable_cbt,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"# of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner."
seed_distribution_wheat_cbt,no_of_natural_disaster_affected_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_responses_in_a_timely_manner.,"# of natural disaster affected people, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner."
seed_distribution_vegtable_in_kind,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"# of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner."
seed_distribution_wheat_cbt,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"# of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner."
seed_distribution_other_in_kind,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"# of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner."
seed_distribution_other_in_kind,no_of_natural_disaster_affected_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_responses_in_a_timely_manner.,"# of natural disaster affected people, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner."
seed_distribution_other_cbt,no_of_natural_disaster_affected_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_responses_in_a_timely_manner.,"# of natural disaster affected people, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner."
kitchen_gardening,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"# of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner."
kitchen_gardening,no_of_natural_disaster_affected_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_responses_in_a_timely_manner.,"# of natural disaster affected people, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner."
hand_tools_distribution,no_of_drought_affected_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_responses_in_a_timely_manner.hand_tools_distribution,"# of drought affected people, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner."
seed_distribution_vegtable_cbt,no_of_natural_disaster_affected_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_responses_in_a_timely_manner.,"# of natural disaster affected people, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner."
hand_tools_distribution,no_of_drought_induced_idps_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_responses_in_a_timely_manner.hand_tools_distribution,"# of drought induced IDPs, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner."
hand_tools_distribution,no_of_natural_disaster_affected_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_responses_in_a_timely_manner.hand_tools_distribution,"# of natural disaster affected people, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner."
hand_tools_distribution,no_of_returnees_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_responses_in_a_timely_manner.hand_tools_distribution,"# of returnees, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner."
fertalizer_distribution_in_kind,no_of_natural_disaster_affected_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_responses_in_a_timely_manner.,"# of natural disaster affected people, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner."
seed_distribution_other_cbt,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"# of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner."
fertalizer_distribution_cbt,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"# of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner."
vocational_skills_training_in_cbt,no_of_women_men_and_children_assisted_through_vocational_skills_livelihoods_training_activities.,"# of women, men and children assisted through vocational skills livelihoods training activities."
fertalizer_distribution_in_kind,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"# of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner."
fertalizer_distribution_cbt,no_of_natural_disaster_affected_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_responses_in_a_timely_manner.,"# of natural disaster affected people, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner."
vocational_skills_training_in_kind,no_of_women_men_and_children_assisted_through_vocational_skills_livelihoods_training_activities.,"# of women, men and children assisted through vocational skills livelihoods training activities."
asset_creation_in_kind,no_of_women_men_and_children_assisted_through_livelihoods_asset_creation_rehabilitation_activities.,"# of women, men and children assisted through livelihoods asset creation/rehabilitation activities."
animal_vaccination_ppr,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"# of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner."
animal_vaccination_fmd,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"# of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner."
asset_creation_in_cbt,no_of_women_men_and_children_assisted_through_livelihoods_asset_creation_rehabilitation_activities.,"# of women, men and children assisted through livelihoods asset creation/rehabilitation activities."
animal_vaccination_deworming,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"# of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner."
poultry,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"# of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner."
animal_feed_fodder_distribution_cbt,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"# of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner."
food_assistanse_within_week_resolved_calls,no_of_calls_related_to_food_assistance_responded_to_and_resolved_within_a_week.,# of calls related to food assistance responded to and resolved within a week.
animal_feed_fodder_distribution_in_kind,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"# of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner."
winterization_package_blankets,no_of_people_receiving_the_winterisation_standard_package,# of people receiving the winterisation standard package
tent_distribution_2_tarps,no_of_people_receiving_emergency_shelter_assistance_including_through_cash_for_rent_support,"# of people receiving emergency shelter assistance, including through cash-for-rent support"
shelter_self_construction_repair_kit,no_of_people_receiving_emergency_shelter_assistance_including_through_cash_for_rent_support,"# of people receiving emergency shelter assistance, including through cash-for-rent support"
rental_support_3_months,no_of_people_receiving_emergency_shelter_assistance_including_through_cash_for_rent_support,"# of people receiving emergency shelter assistance, including through cash-for-rent support"
standard_emergency_nfi_kit,no_of_people_receiving_basic_household_items_nfi_to_meet_their_immediate_needs,# of people receiving basic household items / NFI to meet their immediate needs
repair_upgrade_of_shelters_with_minor_damage,no_of_people_whose_shelter_was_upgraded_allowing_for_safer_and_more_dignified_living_conditions,"# of people whose shelter was upgraded, allowing for safer and more dignified living conditions"
repair_upgrade_of_shelters_with_severe_damage,no_of_people_whose_shelter_was_upgraded_allowing_for_safer_and_more_dignified_living_conditions,"# of people whose shelter was upgraded, allowing for safer and more dignified living conditions"
extension_of_existing_shelters,no_of_people_whose_shelter_was_upgraded_allowing_for_safer_and_more_dignified_living_conditions,"# of people whose shelter was upgraded, allowing for safer and more dignified living conditions"
winterization_heating_and_fuel_assistance,no_of_people_receiving_the_winterization_standard_package,# of people receiving the winterization standard package
winter_clothing_package,no_of_people_receiving_the_winterization_standard_package,# of people receiving the winterization standard package
blanket_package,no_of_people_receiving_the_winterization_standard_package,# of people receiving the winterization standard package
training_awareness_drr,no_of_people_trained,# of people trained
training_on_upgrading_repairs_of_shelters,no_of_people_trained,# of people trained
training_on_construction_of_transitional_shelters,no_of_people_trained,# of people trained
training_on_construction_of_permanent_shelters,no_of_people_trained,# of people trained
psychosocial_and_mental_health_support,no_of_children_and_their_caregivers_reached_with_center_mobile_and_home_based_activities_to_improve_their_mental_health_and_psychosocial_well_being_and_life_skills_activities_following_program_completion,"# of children and their caregivers reached with center, mobile and home based activities to improve their mental health and psychosocial well-being and life skills activities following program completion"
adolescents_programming,no_of_adolescents_gained_life_and_new_genreation_skills_through_adolscents_social_hubs_and_girls_friendlyÂ _facilities_and_clubs.,# of  adolescents gained life and new genreation skills through adolscents social Hubs and girls FriendlyÂ  facilities and clubs.
awareness_raising_and_advocacy,no_of_people_who_have_been_reached_by_context_specific_child_protection_messages_and_negative_coping_mechanism,# of people who have been reached by context specific child protection messages and negative coping mechanism
"social,_economic_and_education_reintegration",no_of_girls_and_boys_who_have_suffered_from_grave_child_rights_violations_including_former_caac_&_children_in_detention_receiving_socio_education_and_economic_reintegration_and_life_skill_assistance,"# of girls and boys who have suffered from grave child rights violations (including former CAAC & children in detention) receiving socio, education and economic reintegration and life skill assistance"
training_capacity_building,no_of_social_worker_and_social_work_providers_trained_on_the_norms_and_standards_of_child_protection_and_to_adapt_new_tools_and_working_modalities,# of social worker and social work providers trained on the norms and standards of child protection and to adapt new tools and working modalities
community_based_child_protection_system,no_of_community_structures_religious_leaders_community_development_committees_shuras_etc_members_who_are_sensitized_to_prevent_child_rights_violations,"# of community structures (religious leaders, community development committees, shuras etc) members who are sensitized to prevent child rights violations"
six_grave_child_rights_violations,no_of_frontline_workers_mrm_monitors_extenders_cso_staffs_service_providers_social_workers_etc_who_have_been_trained_on_monitoring_and_reporting_on_six_grave_violations.,"# of frontline workers (MRM Monitors, Extenders, CSO staffs, service providers, Social Workers etc) who have been trained on monitoring and reporting on six grave violations."
integrated_case_management_services,no_of_girls_and_boys_at_risk_including_unaccompanied_and_separated_children_and_child_survivors_of_different_protection_risks_identified_documented_and_received_case_management_services.,"# of girls and boys at risk, including unaccompanied and separated children, and child survivors of different protection risks identified, documented, and received case management services."
legal_support,no_of_at_risk_vulnerable_populations_receiving_multi_sectoral_gbv_services_psycho_social_legal_safety_health_&_case_management,"# of at-risk vulnerable populations receiving multi-sectoral GBV services  (psycho-social, legal, safety, health & case management)"
emergency_supplies_distribution,no_of_children_and_their_caregivers_received_emergency_supplies_including_winterization_clothes_and_hygiene_kits,# of children and their caregivers received emergency supplies including winterization clothes and hygiene kits
psychosocial_and_mental_health_assistance,no_of_at_risk_vulnerable_populations_receiving_multi_sectoral_gbv_services_psycho_social_legal_safety_health_&_case_management,"# of at-risk vulnerable populations receiving multi-sectoral GBV services  (psycho-social, legal, safety, health & case management)"
distribution_of_dignity_kits_to_women_and_girls,no_of_dignity_kits_distributed,# of dignity kits distributed
awareness_raising_and_advocacy,no_of_people_reached_with_life_saving_information_on_health_and_other_services,# of people reached with life-saving information on health and other services
capacity_of_frontline_providers_to_respond_to_gbv_is_built,no_of_staff_trained_on_gbv_core_concepts_referrals_case_management,"# of staff trained on GBV core concepts, referrals, case management"
awareness_raising_and_advocacy,no_of_persons_reached_with_awareness_and_mitigation_activities,# of persons reached with awareness and mitigation activities
protection_monitoring,no_of_people_reached_through_protection_monitoring_including_border_monitoring,# of people reached through protection monitoring including border monitoring
provision_of_cash_for_protection_aligned_on_meb,no_of_people_receive_cash_for_protection,# of people receive Cash for Protection
health_assistance,no_of_at_risk_vulnerable_populations_receiving_multi_sectoral_gbv_services_psycho_social_legal_safety_health_&_case_management,"# of at-risk vulnerable populations receiving multi-sectoral GBV services  (psycho-social, legal, safety, health & case management)"
community-based_protection_activities,no_of_people_who_participated_in_and_or_benefited_from_community_based_protection_activities,# of people who participated in and or benefited from community-based protection activities
protection_monitoring,no_of_protection_analysis_updates_produced_and_circulated,# of Protection Analysis Updates produced and circulated
provision_of_individual_protection_assistance_ipa:_in-kind,no_of_people_receive_individual_protection_assistance_ipa_in_kind_or_cash,# of people receive Individual Protection Assistance (IPA) in-kind or cash
provision_of_psycho-social_support_pss_assistance,no_of_people_receive_pss_services,# of people receive PSS services
provision_of_individual_protection_assistance_ipa:_emergency_cash_assistance,no_of_psns_received_case_management,# of PSNs received case management
provision_of_legal_counselling_and_assistance_identity_and_civil_documentation,no_of_people_who_received_legal_info_counselling_and_or_assistance_on_access_to_tazkira_and_civil_documentation,"# of people who received legal info, counselling and/or assistance on access to Tazkira and civil documentation"
community-based_protection_activities,no_of_protection_community_centers_established_or_maintained,# of protection community centers established or maintained
provision_of_individual_protection_assistance_ipa:_emergency_cash_assistance,no_of_people_receive_individual_protection_assistance_ipa_in_kind_or_cash,# of people receive Individual Protection Assistance (IPA) in-kind or cash
community-based_protection_activities,no_of_community_and_or_protection_committees_established_or_maintained,# of community and or protection committees established or maintained
protection_monitoring,no_of_people_who_participate_in_training_on_various_protection_related_topics,# of people who participate in training on various protection related topics
"information,_counselling_and_legal_assistance",no_of_individuals_receiving_information_on_hlp_rights,# of individuals receiving information on HLP rights
community-based_protection_activities,no_of_people_who_received_awareness_raising_on_protection_related_issues,# of people who received awareness raising on protection related issues
anti_counter_trafficking,no_of_people_reached_trafficking_case_management_and_awareness_raising,# of people reached trafficking case management and awareness raising
"information,_counselling_and_legal_assistance",no_of_individuals_receiving_counselling_and_or_legal_assistance_on_hlp_rights,# of individuals receiving counselling and/or legal assistance on HLP rights
land_identification_and_allocation,no_of_vulnerable_individual_recipients_of_land_identification_or_allocation,# of vulnerable individual recipients of land identification or allocation
training_capacity_building,no_of_duty_bearers_humanitarian_and_other_partners_receiving_training_and_or_technical_support_on_hlp,"# of duty bearers, humanitarian and other partners receiving training and/or technical support on HLP"
provision_of_land_clearance,square_metres_of_area_cleared_from_known_explosive_hazards,Square metres of area cleared from known explosive hazards
provision_primary_health_care_services,no_of_outpatient_consultations_primary_health_care,# of outpatient consultations (primary health care)
provision_primary_health_care_services,no_of_outpatient_consultations_other_than_primary_health_care,# of outpatient consultations (other than primary health care)
provision_primary_health_care_services,no_of_outpatient_referrals,# of outpatient referrals
victim_assistance,no_of_persons_with_disabilities_pwd_receiving_victim_assistance_services,# of Persons with Disabilities (PwD) receiving victim assistance services
physical_rehabilitation,no_of_physical_rehabilitation_sessions_supported,# of physical rehabilitation sessions supported
provision_primary_health_care_services,no_of_rape_cases_managed,# of rape cases managed
access_health_care_services,no_of_health_facilities_constructed,# of health facilities constructed
provision_primary_health_care_services,no_of_people_with_disabilities_received_rehabilitative_care,# of people with disabilities received rehabilitative care
access_health_care_services,no_of_new_first_aid_trauma_posts_fatp_trauma_centers_established,# of new First Aid Trauma Posts (FATP)/trauma centers established
access_health_care_services,no_of_health_facilities_rehabilitated,# of health facilities rehabilitated
provision_primary_health_care_services,no_of_rape_cases_referred,# of rape cases referred
training_health_care_providers,no_of_community_health_workers_trained,# of community health workers trained
training_health_care_providers,no_of_health_staff_trained,# of health staff trained
training_health_care_providers,no_of_health_staff_trained_on_maternal_and_child_health_mch_care,# of health staff trained on Maternal and Child Health (MCH) care
training_health_care_providers,no_of_health_staff_trained_on_gender_based_violence_gbv_treatment_protocol,# of health staff trained on Gender-based violence (GBV) treatment protocol
training_health_care_providers,no_of_health_care_staff_trained_on_prevention_of_sexual_exploitation_&_abuse_psea,# of health care staff trained on Prevention of Sexual Exploitation & Abuse (PSEA)
provision_covid_19_services,no_of_health_workers_trained_on_ipc,# of health workers trained on IPC
provide_health_services_to_GBV_survivors,no_of_health_staff_trained_on_gender_based_violence_gbv_treatment_protocol,# of health staff trained on Gender-based violence (GBV) treatment protocol
provision_covid_19_services,no_of_health_workers_trained_on_covid_19_case_management,# of health workers trained on COVID-19 case management
provision_mental_health_psychosocial_support_services,no_of_mental_health_consultation_supported,# of mental health consultation supported
provision_maternal_newborn_child_health_services,no_of_ante_natal_care_anc_visits,# of Ante-Natal Care (ANC) visits
provision_maternal_newborn_child_health_services,no_of_post_natal_care_pnc_visits,# of Post-Natal Care (PNC) visits
training_health_care_providers,no_of_health_staff_trained_on_trauma_care,# of health staff trained on trauma care
provision_trauma_care_services,no_of_trauma_care_cases_treated_conflict,# of trauma care cases treated (conflict)
education_hprc,no_of_people_attended_health_education_&_awareness_sessions,# of people attended health education & awareness sessions
provision_trauma_care_services,no_of_trauma_care_cases_referred_conflict,# of trauma care cases referred (conflict)
provision_maternal_newborn_child_health_services,no_of_deliveries_attended_by_a_skilled_birth_attendant,# of deliveries attended by a skilled birth attendant
provision_covid_19_services,no_of_persons_reached_with_risk_communication_and_community_engagement_rcce_messages_for_covid_19,# of persons reached with Risk Communication and Community Engagement (RCCE) messages for COVID-19
provision_trauma_care_services,no_of_trauma_care_cases_referred_non_conflict,# of trauma care cases referred (non-conflict)
provision_trauma_care_services,no_of_trauma_care_centers_units_constructed,# of trauma care centers/units constructed
provision_trauma_care_services,no_of_trauma_care_cases_treated_non_conflict,# of trauma care cases treated (non-conflict)
provision_covid_19_services,no_of_covid_19_cases_treated,# of COVID-19 cases treated
measles_coverage,no_of_children_under_2_years_of_age_received_measles_vaccine,# of children under 2 years of age received Measles vaccine
penta3_coverage,no_of_children_under_2_years_of_age_received_penta3_vaccine,# of children under 2 years of age received Penta3 vaccine
provision_covid_19_services,no_of_covid_19_health_facilities_supported,# of COVID-19 health facilities supported
provision_essential_supplies,no_of_kits_distributed_â€“_iehk_tesk_rh_kits_imci_kits_etc,"# of kits distributed â€“ IEHK, TESK, RH kits, IMCI kits, etc"
food_assistance_in_kind_ipc4_75,no_of_shock_affected_and_vulnerable_idps_returnees_refugees_natural_disaster_affecteds_people_affected_by_covid_19_and_seasonaly_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_food_cash_responses_in_a_timely_manner.,"# of shock affected and vulnerable (IDPs, returnees, refugees, natural disaster affecteds, people affected by COVID-19, and seasonaly food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate food/cash responses in a timely manner."
