activity_description_id,activity_detail_id,activity_detail_name
evaluation_results_monitoring,response_cholera,Cholera Response
evaluation_fgd,response_cholera,Cholera Response
evaluation_kap,response_cholera,Cholera Response
evaluation_kii,response_cholera,Cholera Response
evaluation_csi,response_cholera,Cholera Response
evaluation_crm,response_cholera,Cholera Response
assistance_through_voucher_distribution,response_cholera,Cholera Response
using_the_wash_gbv_checklist,response_cholera,Cholera Response
evaluation_endline,response_cholera,Cholera Response
covid-19_mitigation_measures_in_placed,response_cholera,Cholera Response
assistance_through_cash_distribution,response_cholera,Cholera Response
integrated_management_childhood_illness_imci_under_5_age_mch,pnemuonia,Pneumonia
receipt_for_technical_quality_assurance_by_the_authorities,response_cholera,Cholera Response
integrated_management_childhood_illness_imci_under_5_age_mch,malaria,Malaria
gbv_risk_discussion_with_female_before_assistance,response_cholera,Cholera Response
integrated_management_childhood_illness_imci_under_5_age_mch,measles,Measles
evaluation_pdm,response_cholera,Cholera Response
integrated_management_childhood_illness_imci_under_5_age_mch,malnutrition,Malnutrition
winterization_package_blankets,response_covid19,COVID-19 Response
hand_dug_well_new,regular_life_saving,Regular Activity (Life Saving Response)
hand_dug_well_rehab,regular_life_saving,Regular Activity (Life Saving Response)
winterization_package_blankets,regular,Regular Activity
borehole_new,regular_life_saving,Regular Activity (Life Saving Response)
piped_water_network_new,regular_life_saving,Regular Activity (Life Saving Response)
piped_water_network_rehab,regular_life_saving,Regular Activity (Life Saving Response)
rainwater_system_new,regular_life_saving,Regular Activity (Life Saving Response)
borehole_rehab,regular_life_saving,Regular Activity (Life Saving Response)
shallow_well_rehab,regular_life_saving,Regular Activity (Life Saving Response)
rainwater_system_rehab,regular_life_saving,Regular Activity (Life Saving Response)
reverse_osmosis_system_new,regular_life_saving,Regular Activity (Life Saving Response)
reverse_osmosis_system_rehab,regular_life_saving,Regular Activity (Life Saving Response)
gravity_fed_water_system_new,regular_life_saving,Regular Activity (Life Saving Response)
solar_pumping_system_new,regular_life_saving,Regular Activity (Life Saving Response)
solar_pumping_system_rehab,regular_life_saving,Regular Activity (Life Saving Response)
gravity_fed_water_system_rehab,regular_life_saving,Regular Activity (Life Saving Response)
water_kiosk_new,regular_life_saving,Regular Activity (Life Saving Response)
water_kiosk_rehab,regular_life_saving,Regular Activity (Life Saving Response)
water_quality_testing,regular_life_saving,Regular Activity (Life Saving Response)
water_supply_health_facility_new,regular_life_saving,Regular Activity (Life Saving Response)
water_supply_community_new,regular_life_saving,Regular Activity (Life Saving Response)
water_tank_new,regular_life_saving,Regular Activity (Life Saving Response)
water_supply_community_rehab,regular_life_saving,Regular Activity (Life Saving Response)
water_supply_school_new,regular_life_saving,Regular Activity (Life Saving Response)
water_supply_school_rehab,regular_life_saving,Regular Activity (Life Saving Response)
water_tank_rehab,regular_life_saving,Regular Activity (Life Saving Response)
water_tankering,regular_life_saving,Regular Activity (Life Saving Response)
education_water,regular_life_saving,Regular Activity (Life Saving Response)
water_supply_health_facility_rehab,regular_life_saving,Regular Activity (Life Saving Response)
water_filtration,regular_life_saving,Regular Activity (Life Saving Response)
latrine_stalls_communal_new,regular_life_saving,Regular Activity (Life Saving Response)
latrine_stalls_school_new,regular_life_saving,Regular Activity (Life Saving Response)
piped_extension,regular_life_saving,Regular Activity (Life Saving Response)
latrine_stalls_household_new,regular_life_saving,Regular Activity (Life Saving Response)
shallow_well_new,regular_life_saving,Regular Activity (Life Saving Response)
water_treatment,regular_life_saving,Regular Activity (Life Saving Response)
latrine_stalls_health_facility_new,regular_life_saving,Regular Activity (Life Saving Response)
latrine_stalls_household_rehab,regular_life_saving,Regular Activity (Life Saving Response)
latrine_stalls_health_facility_rehab,regular_life_saving,Regular Activity (Life Saving Response)
latrine_stalls_desludged,regular_life_saving,Regular Activity (Life Saving Response)
latrine_stalls_decommissioned,regular_life_saving,Regular Activity (Life Saving Response)
latrine_cleaning_kit,regular_life_saving,Regular Activity (Life Saving Response)
latrine_stalls_school_rehab,regular_life_saving,Regular Activity (Life Saving Response)
septic_tank_rehab,regular_life_saving,Regular Activity (Life Saving Response)
sewer_line_rehab,regular_life_saving,Regular Activity (Life Saving Response)
latrine_stalls_communal_rehab,regular_life_saving,Regular Activity (Life Saving Response)
drainage_provision,regular_life_saving,Regular Activity (Life Saving Response)
education_vector_control_awareness,regular_life_saving,Regular Activity (Life Saving Response)
washing_facilities_new,regular_life_saving,Regular Activity (Life Saving Response)
solid_waste_management,regular_life_saving,Regular Activity (Life Saving Response)
education_hygiene_promotion_household_community,regular_life_saving,Regular Activity (Life Saving Response)
education_hygiene_promotion_school,regular_life_saving,Regular Activity (Life Saving Response)
sewer_line_new,regular_life_saving,Regular Activity (Life Saving Response)
hygiene_promotion_health_facilities,regular_life_saving,Regular Activity (Life Saving Response)
washing_facilities_rehab,regular_life_saving,Regular Activity (Life Saving Response)
hand_washing_facilities_new,regular_life_saving,Regular Activity (Life Saving Response)
disinfection_common_places_chlorine,regular_life_saving,Regular Activity (Life Saving Response)
assessment_wash_school,regular_life_saving,Regular Activity (Life Saving Response)
assessment_wash_health_facility,regular_life_saving,Regular Activity (Life Saving Response)
assessment_wash_community,regular_life_saving,Regular Activity (Life Saving Response)
hand_washing_facilities_rehab,regular_life_saving,Regular Activity (Life Saving Response)
evaluation_endline,regular_life_saving,Regular Activity (Life Saving Response)
evaluation_pdm,regular_life_saving,Regular Activity (Life Saving Response)
septic_tank_new,regular_life_saving,Regular Activity (Life Saving Response)
evaluation_crm,regular_life_saving,Regular Activity (Life Saving Response)
evaluation_results_monitoring,regular_life_saving,Regular Activity (Life Saving Response)
evaluation_baseline,regular_life_saving,Regular Activity (Life Saving Response)
evaluation_kii,regular_life_saving,Regular Activity (Life Saving Response)
evaluation_csi,regular_life_saving,Regular Activity (Life Saving Response)
evaluation_fgd,regular_life_saving,Regular Activity (Life Saving Response)
evaluation_kap,regular_life_saving,Regular Activity (Life Saving Response)
covid-19_mitigation_measures_in_placed,regular_life_saving,Regular Activity (Life Saving Response)
receipt_for_technical_quality_assurance_by_the_authorities,regular_life_saving,Regular Activity (Life Saving Response)
gbv_risk_discussion_with_female_before_assistance,regular_life_saving,Regular Activity (Life Saving Response)
assistance_through_voucher_distribution,regular_life_saving,Regular Activity (Life Saving Response)
using_the_wash_gbv_checklist,regular_life_saving,Regular Activity (Life Saving Response)
family_hygiene_kits_distributed,regular_life_saving,Regular Activity (Life Saving Response)
wash_package_kit_distribution,regular_life_saving,Regular Activity (Life Saving Response)
assistance_through_cash_distribution,regular_life_saving,Regular Activity (Life Saving Response)
family_water_kit_distribution,regular_life_saving,Regular Activity (Life Saving Response)
psea_focal_points_available,regular_life_saving,Regular Activity (Life Saving Response)
hand_dug_well_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
borehole_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
borehole_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
hand_dug_well_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
rainwater_system_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
piped_water_network_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
piped_water_network_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
shallow_well_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
reverse_osmosis_system_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
gravity_fed_water_system_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
solar_pumping_system_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
gravity_fed_water_system_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
reverse_osmosis_system_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
shallow_well_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
solar_pumping_system_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
piped_extension,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
water_kiosk_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
rainwater_system_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
water_quality_testing,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
water_supply_community_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
water_kiosk_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
water_supply_community_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
water_supply_school_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
water_supply_health_facility_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
water_tank_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
water_supply_health_facility_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
water_tank_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
water_supply_school_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
water_tankering,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
latrine_stalls_communal_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
latrine_stalls_school_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
water_filtration,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
education_water,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
water_treatment,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
latrine_stalls_health_facility_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
latrine_stalls_communal_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
latrine_stalls_household_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
latrine_stalls_household_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
latrine_stalls_health_facility_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
latrine_cleaning_kit,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
latrine_stalls_decommissioned,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
sewer_line_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
septic_tank_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
latrine_stalls_school_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
sewer_line_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
solid_waste_management,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
latrine_stalls_desludged,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
education_vector_control_awareness,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
septic_tank_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
drainage_provision,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
washing_facilities_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
hygiene_promotion_health_facilities,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
washing_facilities_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
education_hygiene_promotion_school,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
education_hygiene_promotion_household_community,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
assessment_wash_school,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
hand_washing_facilities_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
assessment_wash_health_facility,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
assessment_wash_community,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
hand_washing_facilities_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
disinfection_common_places_chlorine,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
evaluation_endline,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
evaluation_baseline,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
evaluation_results_monitoring,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
evaluation_kap,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
evaluation_kii,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
evaluation_csi,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
evaluation_crm,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
evaluation_pdm,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
evaluation_fgd,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
covid-19_mitigation_measures_in_placed,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
receipt_for_technical_quality_assurance_by_the_authorities,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
gbv_risk_discussion_with_female_before_assistance,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
using_the_wash_gbv_checklist,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
assistance_through_voucher_distribution,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
family_water_kit_distribution,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
wash_package_kit_distribution,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
hand_dug_well_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
assistance_through_cash_distribution,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
hand_dug_well_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
family_hygiene_kits_distributed,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
borehole_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
borehole_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
rainwater_system_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
rainwater_system_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
shallow_well_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
shallow_well_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
psea_focal_points_available,regular_resilience,Regular Activity (Resilience/ Sustainability Response)
piped_water_network_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
reverse_osmosis_system_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
gravity_fed_water_system_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
reverse_osmosis_system_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
solar_pumping_system_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
gravity_fed_water_system_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
piped_water_network_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
solar_pumping_system_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
water_kiosk_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
piped_extension,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
water_kiosk_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
water_quality_testing,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
water_tank_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
water_supply_school_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
water_supply_health_facility_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
water_supply_health_facility_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
water_supply_community_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
water_tankering,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
water_supply_community_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
education_water,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
water_tank_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
water_filtration,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
water_supply_school_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
latrine_stalls_communal_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
latrine_stalls_household_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
latrine_stalls_health_facility_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
water_treatment,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
latrine_stalls_school_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
latrine_stalls_school_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
latrine_stalls_household_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
latrine_stalls_desludged,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
latrine_stalls_decommissioned,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
septic_tank_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
latrine_stalls_communal_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
septic_tank_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
latrine_cleaning_kit,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
sewer_line_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
drainage_provision,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
latrine_stalls_health_facility_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
education_vector_control_awareness,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
solid_waste_management,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
sewer_line_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
washing_facilities_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
education_hygiene_promotion_household_community,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
education_hygiene_promotion_school,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
washing_facilities_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
hand_washing_facilities_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
hygiene_promotion_health_facilities,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
assessment_wash_health_facility,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
assessment_wash_community,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
assessment_wash_school,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
evaluation_endline,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
evaluation_pdm,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
evaluation_crm,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
hand_washing_facilities_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
evaluation_results_monitoring,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
disinfection_common_places_chlorine,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
evaluation_kii,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
evaluation_baseline,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
evaluation_csi,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
evaluation_kap,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
using_the_wash_gbv_checklist,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
gbv_risk_discussion_with_female_before_assistance,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
covid-19_mitigation_measures_in_placed,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
assistance_through_cash_distribution,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
receipt_for_technical_quality_assurance_by_the_authorities,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
evaluation_fgd,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
family_water_kit_distribution,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
family_hygiene_kits_distributed,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
psea_focal_points_available,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
hand_dug_well_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
hand_dug_well_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
wash_package_kit_distribution,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
piped_water_network_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
piped_water_network_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
assistance_through_voucher_distribution,response_covid19_life_saving,COVID-19 Response (Life Saving Response)
rainwater_system_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
borehole_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
borehole_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
shallow_well_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
rainwater_system_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
shallow_well_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
reverse_osmosis_system_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
reverse_osmosis_system_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
gravity_fed_water_system_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
gravity_fed_water_system_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
water_kiosk_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
piped_extension,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
solar_pumping_system_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
solar_pumping_system_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
water_quality_testing,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
water_supply_community_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
water_kiosk_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
water_supply_health_facility_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
water_tank_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
water_supply_health_facility_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
water_supply_school_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
water_tank_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
water_supply_community_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
education_water,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
water_treatment,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
water_tankering,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
water_filtration,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
latrine_stalls_communal_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
latrine_stalls_school_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
latrine_stalls_health_facility_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
latrine_stalls_school_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
water_supply_school_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
latrine_stalls_communal_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
latrine_stalls_health_facility_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
latrine_stalls_household_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
latrine_stalls_desludged,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
latrine_stalls_decommissioned,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
latrine_cleaning_kit,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
septic_tank_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
septic_tank_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
latrine_stalls_household_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
solid_waste_management,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
drainage_provision,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
education_vector_control_awareness,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
sewer_line_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
washing_facilities_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
education_hygiene_promotion_household_community,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
education_hygiene_promotion_school,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
washing_facilities_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
sewer_line_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
hand_washing_facilities_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
assessment_wash_school,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
hygiene_promotion_health_facilities,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
disinfection_common_places_chlorine,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
evaluation_baseline,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
assessment_wash_community,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
evaluation_endline,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
assessment_wash_health_facility,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
hand_washing_facilities_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
evaluation_results_monitoring,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
evaluation_fgd,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
evaluation_kap,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
evaluation_kii,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
evaluation_pdm,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
evaluation_crm,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
evaluation_csi,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
gbv_risk_discussion_with_female_before_assistance,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
covid-19_mitigation_measures_in_placed,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
assistance_through_voucher_distribution,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
family_water_kit_distribution,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
family_hygiene_kits_distributed,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
wash_package_kit_distribution,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
receipt_for_technical_quality_assurance_by_the_authorities,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
using_the_wash_gbv_checklist,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
hand_dug_well_rehab,response_drought_life_saving,Drought Response (Life Saving Response)
borehole_new,response_drought_life_saving,Drought Response (Life Saving Response)
borehole_rehab,response_drought_life_saving,Drought Response (Life Saving Response)
assistance_through_cash_distribution,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
piped_water_network_rehab,response_drought_life_saving,Drought Response (Life Saving Response)
rainwater_system_new,response_drought_life_saving,Drought Response (Life Saving Response)
hand_dug_well_new,response_drought_life_saving,Drought Response (Life Saving Response)
psea_focal_points_available,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response)
shallow_well_new,response_drought_life_saving,Drought Response (Life Saving Response)
shallow_well_rehab,response_drought_life_saving,Drought Response (Life Saving Response)
piped_water_network_new,response_drought_life_saving,Drought Response (Life Saving Response)
rainwater_system_rehab,response_drought_life_saving,Drought Response (Life Saving Response)
reverse_osmosis_system_rehab,response_drought_life_saving,Drought Response (Life Saving Response)
reverse_osmosis_system_new,response_drought_life_saving,Drought Response (Life Saving Response)
solar_pumping_system_new,response_drought_life_saving,Drought Response (Life Saving Response)
gravity_fed_water_system_new,response_drought_life_saving,Drought Response (Life Saving Response)
solar_pumping_system_rehab,response_drought_life_saving,Drought Response (Life Saving Response)
piped_extension,response_drought_life_saving,Drought Response (Life Saving Response)
water_quality_testing,response_drought_life_saving,Drought Response (Life Saving Response)
