_id,active,activity_date,HRP_Code,Core_Indicator_Yes_No,code,name,subdomain_code,subdomain_name,admin0pcode,cluster_id,indicator_id,indicator_name,start_date,end_date,fields
62960b715fe2c737c6b008d8,1,,,,establishment_and_management_of_the_community_centers,Establishment and Management of the Community Centers,cccm_mechanisms,CCCM Mechanisms,AF,CCCM,no_of_community_centers_established_and_operational,Number of community centers established and operational,1/1/2022,
62960b715fe2c737c6b008c1,1,,,,seed_distribution_vegtable_cbt,Vegetable Seed Distribution - CBT,agriculture_livelihood_support,Agriculture and Livestock,AF,FSAC,no_of_natural_disaster_affected_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_responses_in_a_timely_manner.,"Number of natural disaster affected people, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner.",1/1/2022,
62960b715fe2c737c6b008be,1,,,,seed_distribution_vegtable_in_kind,Vegetable Seed Distribution - In Kind,agriculture_livelihood_support,Agriculture and Livestock,AF,FSAC,no_of_natural_disaster_affected_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_responses_in_a_timely_manner.,"Number of natural disaster affected people, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner.",1/1/2022,
62960b715fe2c737c6b008bf,1,,,,seed_distribution_wheat_cbt,Wheat Seed Distribution - CBT,agriculture_livelihood_support,Agriculture and Livestock,AF,FSAC,no_of_natural_disaster_affected_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_responses_in_a_timely_manner.,"Number of natural disaster affected people, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner.",1/1/2022,
62960b715fe2c737c6b008bb,1,,,,seed_distribution_wheat_in_kind,Wheat Seed Distribution - In Kind,agriculture_livelihood_support,Agriculture and Livestock,AF,FSAC,no_of_natural_disaster_affected_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_responses_in_a_timely_manner.,"Number of natural disaster affected people, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner.",1/1/2022,
62960b715fe2c737c6b008a3,1,,,,food_assistance_cbt,Food Assistance - CBT,food_assistance,Food Assistance,AF,FSAC,no_of_conflict_affected_idp_women_men_and_children_of_all_ages_who_receive_adequate_cash_assistance_in_a_timely_manner.,"Number of conflict affected IDP women, men and children of all ages who receive adequate cash assistance, in a timely manner.",1/1/2022,
62960b715fe2c737c6b008b0,1,,,,food_assistance_cbt,Food Assistance - CBT,food_assistance,Food Assistance,AF,FSAC,no_of_documented_returnee_women_men_and_children_of_all_ages_who_receive_adequate_cash_assistance_in_a_timely_manner.,"Number of documented returnee women, men and children of all ages who receive adequate cash assistance, in a timely manner.",1/1/2022,
62960b715fe2c737c6b008a6,1,,,,food_assistance_cbt,Food Assistance - CBT,food_assistance,Food Assistance,AF,FSAC,no_of_natural_disaster_affected_idp_women_men_and_children_of_all_ages_who_receive_adequate_cash_assistance_in_a_timely_manner.,"Number of natural disaster affected IDP women, men and children of all ages who receive adequate cash assistance, in a timely manner.",1/1/2022,
62960b715fe2c737c6b008aa,1,,,,food_assistance_cbt,Food Assistance - CBT,food_assistance,Food Assistance,AF,FSAC,no_of_natural_disaster_affected_people_flash_floods_avalanches_earthquakes_etc.._men_and_children_of_all_ages_who_receive_adequate_cash_assistance_in_a_timely_manner.,"Number of natural disaster affected people (flash floods, avalanches, earthquakes, etc..), men and children of all ages who receive adequate cash assistance, in a timely manner.",1/1/2022,
62960b715fe2c737c6b008ac,1,,,,food_assistance_cbt,Food Assistance - CBT,food_assistance,Food Assistance,AF,FSAC,no_of_pakistani_refugees_women_men_and_children_of_all_ages_who_receive_adequate_cash_assistance_in_a_timely_manner.,"Number of Pakistani refugees women, men and children of all ages who receive adequate cash assistance, in a timely manner.",1/1/2022,
62960b715fe2c737c6b008af,1,,,,food_assistance_cbt,Food Assistance - CBT,food_assistance,Food Assistance,AF,FSAC,no_of_undocumented_returnee_women_men_and_children_of_all_ages_who_receive_adequate_cash_assistance_in_a_timely_manner.,"Number of undocumented returnee women, men and children of all ages who receive adequate cash assistance, in a timely manner.",1/1/2022,
62960b715fe2c737c6b008a4,1,,,,food_assistance_in_kind,Food Assistance - in Kind,food_assistance,Food Assistance,AF,FSAC,no_of_conflict_affected_idp_women_men_and_children_of_all_ages_who_receive_adequate_in_kind_assistance_in_a_timely_manner.,"Number of conflict affected IDP women, men and children of all ages who receive adequate in-kind assistance, in a timely manner.",1/1/2022,
62960b715fe2c737c6b008b1,1,,,,food_assistance_in_kind,Food Assistance - in Kind,food_assistance,Food Assistance,AF,FSAC,no_of_documented_returnee_women_men_and_children_of_all_ages_who_receive_adequate_in_kind_responses_in_a_timely_manner.,"Number of documented returnee women, men and children of all ages who receive adequate in-kind responses, in a timely manner.",1/1/2022,
62960b715fe2c737c6b008a5,1,,,,food_assistance_in_kind,Food Assistance - in Kind,food_assistance,Food Assistance,AF,FSAC,no_of_natural_disaster_affected_idp_women_men_and_children_of_all_ages_who_receive_adequate_in_kind_responses_in_a_timely_manner.,"Number of natural disaster affected IDP women, men and children of all ages who receive adequate in-kind responses, in a timely manner.",1/1/2022,
62960b715fe2c737c6b008ab,1,,,,food_assistance_in_kind,Food Assistance - in Kind,food_assistance,Food Assistance,AF,FSAC,no_of_natural_disaster_affected_people_flash_floods_avalanches_earthquakes_etc.._men_and_children_of_all_ages_who_receive_adequate_in_kind_responses_in_a_timely_manner.,"Number of natural disaster affected people (flash floods, avalanches, earthquakes, etc..), men and children of all ages who receive adequate in-kind responses, in a timely manner.",1/1/2022,
62960b715fe2c737c6b008ae,1,,,,food_assistance_in_kind,Food Assistance - in Kind,food_assistance,Food Assistance,AF,FSAC,no_of_pakistani_refugees_women_men_and_children_of_all_ages_who_receive_adequate_in_kind_responses_in_a_timely_manner.,"Number of Pakistani refugees women, men and children of all ages who receive adequate in-kind responses, in a timely manner.",1/1/2022,
62960b715fe2c737c6b008b3,1,,,,food_assistance_in_kind,Food Assistance - in Kind,food_assistance,Food Assistance,AF,FSAC,no_of_undocumented_returnee_women_men_and_children_of_all_ages_who_receive_adequate_in_kind_responses_in_a_timely_manner.,"Number of undocumented returnee women, men and children of all ages who receive adequate in-kind responses, in a timely manner.",1/1/2022,
,,,AFG_2023,,,"Food assistance (IDPs, returnees, natural disaster-affected and refugees)",F1,Food Assistance,AF,FSAC,,Number Cross-border returnees receiving food assistance (4 months),1/1/2023,
,,,AFG_2023,,,"Food assistance (IDPs, returnees, natural disaster-affected and refugees)",F1,Food Assistance,AF,FSAC,,Number IDPs receiving food assistance (3 months),1/1/2023,
,,,AFG_2023,,,"Food assistance (IDPs, returnees, natural disaster-affected and refugees)",F1,Food Assistance,AF,FSAC,,Number Natural disaster-affected people receiving food assistance (2 months),1/1/2023,
,,,AFG_2023,,,"Food assistance (IDPs, returnees, natural disaster-affected and refugees)",F1,Food Assistance,AF,FSAC,,Number Pakistani refugees receiving food assistance (6 months),1/1/2023,
,,,AFG_2023,,,Livelihoods support (natural disaster-affected),F1,Food Assistance,AF,FSAC,,Number People receiving support for asset creation (6 months),1/1/2023,
,,,AFG_2023,,,Livelihoods support (natural disaster-affected),F1,Food Assistance,AF,FSAC,,Number People receiving unconditional cash transfer (1 month),1/1/2023,
,,,,,,Non-Agriculture Based Livelihood Support - Asset Creation (CBT),F1,Food Assistance,AF,FSAC,,"Number of women, men and children assisted through livelihoods asset creation/rehabilitation activities.",1/1/2023,
,,,,,,Non-Agriculture Based Livelihood Support - Vocational Skills Training  (In-Kind),F1,Food Assistance,AF,FSAC,,"Number of women, men and children assisted through vocational skills livelihoods training activities.",1/1/2023,
,,,,,,Non-Agriculture Based Livelihood Support - Vocational Skills Training (CBT),F1,Food Assistance,AF,FSAC,,"Number of women, men and children assisted through vocational skills livelihoods training activities.",1/1/2023,
,,,,,,Resolved Calls within a week - Food Assitance ,F1,Food Assistance,AF,FSAC,,Number of calls related to food assistance responded to and resolved within a week.,1/1/2023,
,,,AFG_2023,,,Seasonal food support (IPC Phase 3 & 4),F1,Food Assistance,AF,FSAC,,"Number People in IPC Phase 3 receiving seasonal food support (Jan-May, 7 months)",1/1/2023,
,,,AFG_2023,,,Seasonal food support (IPC Phase 3 & 4),F1,Food Assistance,AF,FSAC,,"Number People in IPC Phase 3 receiving seasonal food support (Jun - Oct, 1 month)",1/1/2023,
,,,AFG_2023,,,Seasonal food support (IPC Phase 3 & 4),F1,Food Assistance,AF,FSAC,,"Number People in IPC Phase 4 receiving seasonal food support (Jan-May, 7 months)",1/1/2023,
,,,AFG_2023,,,Seasonal food support (IPC Phase 3 & 4),F1,Food Assistance,AF,FSAC,,"Number People in IPC Phase 4 receiving seasonal food support (Jun - Oct, 1 month)",1/1/2023,
,,,,,,Livelihood Support,F1.4,Livelihood Recovery,AF,FSAC,,"Number COVID-19 affected people who receive disinfecting, hygiene and awareness support for COVID-19 minimization",1/1/2023,
,,,,,,Livelihood Support - Cash for Work,F1.4,Livelihood Recovery,AF,FSAC,,"Number of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner.",1/1/2023,
,,,,,,Livelihood Support - Cash for Work,F1.4,Livelihood Recovery,AF,FSAC,,,1/1/2023,
,,,,,,Livelihood Support (CBT),F1.4,Livelihood Recovery,AF,FSAC,,"Number of natural disaster affected people, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner.",1/1/2023,
,,,,,,Livelihood Support (CBT),F1.4,Livelihood Recovery,AF,FSAC,,"Number of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner.",1/1/2023,
,,,,,,Livelihood Support (In-Kind),F1.4,Livelihood Recovery,AF,FSAC,,"Number of natural disaster affected people, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner.",1/1/2023,
,,,,,,Livelihood Support (In-Kind),F1.4,Livelihood Recovery,AF,FSAC,,"Number of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner.",1/1/2023,
62960b715fe2c737c6b008b9,1,0,,,livelihood_support_unconditional_cash,Unconditional Cash Transfer,livelihood_support,Livelihood Recovery,AF,FSAC,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"Number of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner.",1/1/2022,
62960b715fe2c737c6b008b8,1,,,,livelihood_support_cash_for_work,Cash for Work,livelihood_support,Livelihood Recovery,AF,FSAC,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"Number of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner.",1/1/2022,
62960b715fe2c737c6b008b7,1,,,,livelihood_support,Livelihood Support,livelihood_support,Livelihood Recovery,AF,FSAC,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"Number of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner.",1/1/2022,
62960b715fe2c737c6b008b4,1,,,,livelihood_support_cbt,Livelihood Support - CBT,livelihood_support,Livelihood Recovery,AF,FSAC,no_of_natural_disaster_affected_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_responses_in_a_timely_manner.,"Number of natural disaster affected people, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner.",1/1/2022,
62960b715fe2c737c6b008b2,1,,,,livelihood_support_cbt,Livelihood Support - CBT,livelihood_support,Livelihood Recovery,AF,FSAC,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"Number of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner.",1/1/2022,
62960b715fe2c737c6b008b5,1,,,,livelihood_support_in_kind,Livelihood Support - in Kind,livelihood_support,Livelihood Recovery,AF,FSAC,no_of_natural_disaster_affected_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_responses_in_a_timely_manner.,"Number of natural disaster affected people, women, men and children of all ages who receive adequate livelihoods responses, in a timely manner.",1/1/2022,
62960b715fe2c737c6b008b6,1,,,,livelihood_support_in_kind,Livelihood Support - in Kind,livelihood_support,Livelihood Recovery,AF,FSAC,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"Number of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner.",1/1/2022,
62960b715fe2c737c6b008d3,1,,,,animal_feed_fodder_distribution_cbt,Animal Feed / Fodder Distribution - CBT,livestock_support,Agriculture and Livestock,AF,FSAC,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"Number of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner.",1/1/2022,
62960b715fe2c737c6b008d2,1,,,,animal_feed_fodder_distribution_in_kind,Animal Feed / Fodder Distribution - In Kind,livestock_support,Agriculture and Livestock,AF,FSAC,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"Number of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner.",1/1/2022,
62960b715fe2c737c6b008cf,1,,,,animal_vaccination_deworming,Animal Vaccination / Deworming,livestock_support,Agriculture and Livestock,AF,FSAC,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"Number of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner.",1/1/2022,
62960b715fe2c737c6b008d0,1,,,,animal_vaccination_fmd,Animal Vaccination FMD,livestock_support,Agriculture and Livestock,AF,FSAC,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"Number of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner.",1/1/2022,
62960b715fe2c737c6b008d4,1,,,,animal_vaccination_ppr,Animal Vaccination PPR,livestock_support,Agriculture and Livestock,AF,FSAC,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"Number of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner.",1/1/2022,
62960b715fe2c737c6b008d1,1,,,,asset_creation_in_cbt,Asset Creation - CBT,non_agriculture_livelihood_support,Non-Agriculture Based Livelihood Support,AF,FSAC,no_of_women_men_and_children_assisted_through_livelihoods_asset_creation_rehabilitation_activities.,"Number of women, men and children assisted through livelihoods asset creation/rehabilitation activities.",1/1/2022,
62960b715fe2c737c6b008cd,1,,,,asset_creation_in_kind,Asset Creation - In Kind,non_agriculture_livelihood_support,Non-Agriculture Based Livelihood Support,AF,FSAC,no_of_women_men_and_children_assisted_through_livelihoods_asset_creation_rehabilitation_activities.,"Number of women, men and children assisted through livelihoods asset creation/rehabilitation activities.",1/1/2022,
62960b715fe2c737c6b008cc,1,,,,vocational_skills_training_in_cbt,Vocational Skills Training - CBT,non_agriculture_livelihood_support,Non-Agriculture Based Livelihood Support,AF,FSAC,no_of_women_men_and_children_assisted_through_vocational_skills_livelihoods_training_activities.,"Number of women, men and children assisted through vocational skills livelihoods training activities.",1/1/2022,
62960b715fe2c737c6b008cb,1,,,,vocational_skills_training_in_kind,Vocational Skills Training - In Kind,non_agriculture_livelihood_support,Non-Agriculture Based Livelihood Support,AF,FSAC,no_of_women_men_and_children_assisted_through_vocational_skills_livelihoods_training_activities.,"Number of women, men and children assisted through vocational skills livelihoods training activities.",1/1/2022,
,,,,,,Hospital Management of SAM with complications (6-59 months),H2,Child health,AF,HLH,,Number SAM with complications cases,1/1/2023,
,,,,,,Measles vaccination (children <15),H2,Child health,AF,HLH,,Number of children (<15y/o) vaccinated against measles,1/1/2023,
62960b715fe2c737c6affead,1,0,,,Establishment of Isolation Centers,Establishment of Isolation Centers,covid_19,"Communicable diseases, H5 Non communicable diseases and mental health",AF,HLH,,,,
62960b715fe2c737c6affeac,1,0,,,maintaining_health_care_activities_mht,Maintaining Health Care Activities - through Mobile Health Teams,covid_19,"Communicable diseases, H5 Non communicable diseases and mental health",AF,HLH,,,,
,,,,,,Management of mental disorders - by Health Care Provider,H3H5,"Communicable diseases, H5 Non communicable diseases and mental health",AF,HLH,,Number Mental health consultations by a Health Care Provider,1/1/2023,
62960b715fe2c737c6b008a0,1,0,,,provision_covid_19_services,Provision of COVID-19 Services,covid_19,"Communicable diseases, H5 Non communicable diseases and mental health",AF,HLH,no_of_covid_19_health_facilities_supported,Number of COVID-19 health facilities supported,1/1/2022,
,,,,,,Provision of COVID-19 Services - Surveillance ,H3H5,"Communicable diseases, H5 Non communicable diseases and mental health",AF,HLH,,Number of COVID-19 cases treated,1/1/2023,
,,,,,,Provision of Psychosocial Interventions (including psychological first aid) - by Health Care Provider or non-HCP,H3H5,"Communicable diseases, H5 Non communicable diseases and mental health",AF,HLH,,,1/1/2023,
62960b715fe2c737c6affeaa,1,0,,,risk_community_engagement,Risk Communication and Community Engagement,covid_19,"Communicable diseases, H5 Non communicable diseases and mental health",AF,HLH,,,,
,,,AFG_2023,,,"Strengthen infectious diseases outbreak preparedness and response (e.g. Coordination, surveillance, case management, IPC, RCCE, diagnostic and treatment kits, etc.)",H3H5,"Communicable diseases, H5 Non communicable diseases and mental health",AF,HLH,,Number of outbreak-affected people received health care,1/1/2023,
,,,AFG_2023,,,Support delivery of disability and physical rehabilitation services,H3H5,"Communicable diseases, H5 Non communicable diseases and mental health",AF,HLH,,Number of people with disabilities received rehabilitative care,1/1/2023,
,,,AFG_2023,,,Support RCCE activities for communicable diseases outbreak,H3H5,"Communicable diseases, H5 Non communicable diseases and mental health",AF,HLH,,Number of persons reached with RCCE messages for communicable diseases,1/1/2023,
62960b715fe2c737c6affeab,1,0,,,surveillance,Surveillance,covid_19,"Communicable diseases, H5 Non communicable diseases and mental health",AF,HLH,,,,
,,,,,,Vaccination/Immunization - Measles Coverage,H3H5,"Communicable diseases, H5 Non communicable diseases and mental health",AF,HLH,,Number of children under 2 years of age received Measles vaccine,1/1/2023,
,,,,,,Vaccination/Immunization - Penta3 Coverage,H3H5,"Communicable diseases, H5 Non communicable diseases and mental health",AF,HLH,,Number of children under 2 years of age received Penta3 vaccine,1/1/2023,
,,,,,,Vaccination/Immunization - Vaccination ( Measles ),H3H5,"Communicable diseases, H5 Non communicable diseases and mental health",AF,HLH,,,1/1/2023,
62960b715fe2c737c6b008a2,1,0,,,provision_essential_supplies,Provision of Essential Supplies,essential_supplies,Essential Supplies,AF,HLH,no_of_kits_distributed_–_iehk_tesk_rh_kits_imci_kits_etc,"Number of kits distributed – IEHK, TESK, RH kits, IMCI kits, etc",1/1/2022,
,,,,,,Capacity Building/Training/Technical Support - Health Care Worker performance,H1,General clinical services & essential trauma care,AF,HLH,,Number HCWs provided training,1/1/2023,
,,,,,,Capacity Building/Training/Technical Support - Health Education & Awareness,H1,General clinical services & essential trauma care,AF,HLH,,,1/1/2023,
,,,,,,Capacity Building/Training/Technical Support - Provision of COVID-19 Services,H1,General clinical services & essential trauma care,AF,HLH,,Number of health workers trained on COVID-19 case management,1/1/2023,
,,,,,,Capacity Building/Training/Technical Support - Provision of COVID-19 Services,H1,General clinical services & essential trauma care,AF,HLH,,Number of health workers trained on IPC,1/1/2023,
,,,,,,Capacity Building/Training/Technical Support - Training Health Providers,H1,General clinical services & essential trauma care,AF,HLH,,,1/1/2023,
,,,,,,Cash and/or Voucher Activities - Financial Support,H1,General clinical services & essential trauma care,AF,HLH,,Number inidviduals receiving financial support primarily to assist with medical care costs,1/1/2023,
,,,AFG_2023,,,Document and report attacks on health care,H1,General clinical services & essential trauma care,AF,HLH,,Number of attacks on health care,1/1/2023,
,,,AFG_2023,,,"Ensure communication, information sharing and coordination among health cluster partners to improve delivery of health care services to vulnerable population",H1,General clinical services & essential trauma care,AF,HLH,,Number of Health Cluster coordination meetings organized at national and sub- national levels,1/1/2023,
,,,,,,General Clinical Services - Clinical Management of Rape survivors (CMR)s,H1,General clinical services & essential trauma care,AF,HLH,,Number GBV survivors receiving CMR services,1/1/2023,
,,,,,,General Clinical Services - Mobile health (e.g. IERT) services,H1,General clinical services & essential trauma care,AF,HLH,,Number of outpatient consultations,1/1/2023,
,,,,,,Hygiene Promotion - Health Education & Awareness,H1,General clinical services & essential trauma care,AF,HLH,,Number of people attended health education & awareness sessions,1/1/2023,
,,,,,,Hygiene Promotion - Provision of COVID-19 Services,H1,General clinical services & essential trauma care,AF,HLH,,Number of persons reached with Risk Communication and Community Engagement (RCCE) messages for COVID-19,1/1/2023,
,,,,,,Primary Health Care Services - Access to Health Care Services,H1,General clinical services & essential trauma care,AF,HLH,,Number of health facilities constructed,1/1/2023,
,,,,,,Primary Health Care Services - Access to Health Care Services,H1,General clinical services & essential trauma care,AF,HLH,,Number of health facilities rehabilitated,1/1/2023,
,,,,,,Primary Health Care Services - Antenatal Care,H1,General clinical services & essential trauma care,AF,HLH,,,1/1/2023,
,,,,,,Primary Health Care Services - OPD Consultation,H1,General clinical services & essential trauma care,AF,HLH,,,1/1/2023,
,,,,,,Primary Health Care Services - OPD Referrals,H1,General clinical services & essential trauma care,AF,HLH,,,1/1/2023,
,,,,,,Primary Health Care Services - Outpatient services,H1,General clinical services & essential trauma care,AF,HLH,,Number of outpatient consultations,1/1/2023,
,,,,,,Primary Health Care Services - Physical Rehabilitation,H1,General clinical services & essential trauma care,AF,HLH,,Number of physical rehabilitation sessions supported,1/1/2023,
,,,,,,Primary Health Care Services - Provision of Primary Health Care Services,H1,General clinical services & essential trauma care,AF,HLH,,Number of outpatient consultations (other than primary health care),1/1/2023,
,,,,,,Primary Health Care Services - Provision of Primary Health Care Services,H1,General clinical services & essential trauma care,AF,HLH,,Number of outpatient consultations (primary health care),1/1/2023,
,,,,,,Primary Health Care Services - Provision of Primary Health Care Services,H1,General clinical services & essential trauma care,AF,HLH,,Number of outpatient referrals,1/1/2023,
,,,AFG_2023,,,Provide in-services training to health care workers,H1,General clinical services & essential trauma care,AF,HLH,,Number of health care workers trained,1/1/2023,
,,,AFG_2023,,,"Provide support to secondary health care services (e.g. Provision of medical supplies, staff capacity building, transport cost for the referral cases, etc.)",H1,General clinical services & essential trauma care,AF,HLH,,Number of patients receiving secondary health care,1/1/2023,
,,,AFG_2023,,,"Provide support to trauma care services through strengthening the capacity of trauma care facilities (e.g. Provision of supplies, staff capacity building, establishment of triage and isolation areas, support ambulance services, etc.)",H1,General clinical services & essential trauma care,AF,HLH,,Number of trauma cases treated,1/1/2023,
,,,,,,Providing UASC with interim family-based care or other suitable interim alternative care arrangements,H1,General clinical services & essential trauma care,AF,HLH,,"Number of kits distributed – IEHK, TESK, RH kits, IMCI kits, etc",1/1/2023,
62960b715fe2c737c6b00898,1,0,,,provision_trauma_care_services,Provision of Trauma Care Services,trauma_care,General clinical services & essential trauma care,AF,HLH,no_of_trauma_care_cases_referred_conflict,Number of trauma care cases referred (conflict),1/1/2022,
62960b715fe2c737c6b0089c,1,0,,,provision_trauma_care_services,Provision of Trauma Care Services,trauma_care,General clinical services & essential trauma care,AF,HLH,no_of_trauma_care_cases_referred_non_conflict,Number of trauma care cases referred (non-conflict),1/1/2022,
62960b715fe2c737c6b00897,1,0,,,provision_trauma_care_services,Provision of Trauma Care Services,trauma_care,General clinical services & essential trauma care,AF,HLH,no_of_trauma_care_cases_treated_conflict,Number of trauma care cases treated (conflict),1/1/2022,
62960b715fe2c737c6b0089b,1,0,,,provision_trauma_care_services,Provision of Trauma Care Services,trauma_care,General clinical services & essential trauma care,AF,HLH,no_of_trauma_care_cases_treated_non_conflict,Number of trauma care cases treated (non-conflict),1/1/2022,
62960b715fe2c737c6b0089a,1,0,,,provision_trauma_care_services,Provision of Trauma Care Services,trauma_care,General clinical services & essential trauma care,AF,HLH,no_of_trauma_care_centers_units_constructed,Number of trauma care centers/units constructed,1/1/2022,
,,,,,,Provision of Trauma Care Services - Emergency and Critical Care Services,H1,General clinical services & essential trauma care,AF,HLH,,Number of consultations,1/1/2023,
,,,,,,Provision of Trauma Care Services - Establishment of new FATP/Trauma Center,H1,General clinical services & essential trauma care,AF,HLH,,,1/1/2023,
,,,,,,Provision of Trauma Care Services - FATP - Stabilization & Referrals ( Non-Conflict ),H1,General clinical services & essential trauma care,AF,HLH,,,1/1/2023,
,,,,,,Provision of Trauma Care Services - OPD + Consultation Surgery,H1,General clinical services & essential trauma care,AF,HLH,,,1/1/2023,
,,,,,,Provision of Trauma Care Services - Physical Rehabilitation,H1,General clinical services & essential trauma care,AF,HLH,,,1/1/2023,
,,,,,,Provision of Trauma Care Services - TCU - Minor Surgeries,H1,General clinical services & essential trauma care,AF,HLH,,,1/1/2023,
,,,AFG_2023,,,"Support delivery of primary health care services including reproductive health, MHPSS and non-communicable diseases",H1,General clinical services & essential trauma care,AF,HLH,,Number of primary health care consultations,1/1/2023,
,,,AFG_2023,,,"Train health care workers on GBV treatment protocol, and PSEA identification and reporting",H1,General clinical services & essential trauma care,AF,HLH,,Number of health staff trained on GBV treatment protocol and PSEA,1/1/2023,
62960b715fe2c737c6b0088b,1,0,,,training_health_care_providers,Training of Health Care Providers,health_training,General clinical services & essential trauma care,AF,HLH,no_of_community_health_workers_trained,Number of community health workers trained,1/1/2022,
62960b715fe2c737c6b0088e,1,0,,,training_health_care_providers,Training of Health Care Providers,health_training,General clinical services & essential trauma care,AF,HLH,no_of_health_care_staff_trained_on_prevention_of_sexual_exploitation_&_abuse_psea,Number of health care staff trained on Prevention of Sexual Exploitation & Abuse (PSEA),1/1/2022,
